#{"t_start": 1778815119.3352435, "env_id": "None"}
r,l,t
0.0,2,2.382829
0.0,1,2.383782
0.0,5,2.386089
0.0,2,2.387049
0.0,2,2.389446
0.0,1,2.391843
0.0,1,2.393273
0.0,1,2.394082
0.0,2,2.395362
0.0,1,2.396405
0.0,1,2.397122
0.0,1,2.397862
0.0,1,2.398724
0.0,1,2.399418
0.0,2,2.400547
0.0,1,2.40119
0.0,1,2.401891
0.0,3,2.404774
0.0,1,2.406961
0.0,1,2.408078
0.0,1,2.408904
0.0,1,2.409627
0.0,3,2.411313
0.0,3,2.412849
0.0,1,2.413406
0.0,1,2.414067
0.0,1,2.415022
0.0,1,2.415761
0.0,2,2.416738
0.0,1,2.417377
0.0,1,2.418003
0.0,1,2.419632
0.0,5,2.423738
0.0,2,2.42495
0.0,1,2.425828
0.0,2,2.426915
0.0,2,2.427981
0.0,2,2.429235
0.0,2,2.431107
0.0,3,2.432952
0.0,1,2.434572
0.0,1,2.436806
0.0,2,2.438587
0.0,1,2.439378
0.0,1,2.440326
0.0,2,2.441521
0.0,1,2.442111
0.0,1,2.44295
0.0,1,2.443829
0.0,1,2.444709
0.0,1,2.445704
0.0,5,2.448022
0.0,1,2.448683
0.0,1,2.452169
0.0,1,2.453569
0.0,3,2.455309
0.0,1,2.456174
0.0,3,2.457622
0.0,1,2.458375
0.0,1,2.459128
0.0,1,2.460134
0.0,1,2.460781
0.0,1,2.461405
0.0,1,2.462066
0.0,1,2.462853
0.0,1,2.463456
0.0,1,2.464544
0.0,5,2.470013
0.0,1,2.470799
0.0,1,2.471758
0.0,1,2.472451
0.0,2,2.473351
0.0,1,2.474126
0.0,2,2.475395
0.0,1,2.476373
0.0,2,2.477582
0.0,1,2.478323
0.0,1,2.479243
0.0,1,2.481368
0.0,1,2.483822
0.0,5,2.487212
0.0,1,2.487849
0.0,1,2.488338
0.0,1,2.488932
0.0,1,2.489672
0.0,1,2.490404
0.0,1,2.491291
0.0,1,2.49196
0.0,1,2.492679
0.0,1,2.493347
0.0,1,2.494155
0.0,1,2.496537
0.0,3,2.500549
0.0,2,2.501935
0.0,1,2.502776
0.0,4,2.504703
0.0,1,2.505568
0.0,2,2.506616
0.0,1,2.507163
0.0,3,2.508655
0.0,1,2.509519
0.0,1,2.511228
0.0,3,2.515382
0.0,3,2.517212
0.0,4,2.518907
0.0,1,2.519614
0.0,1,2.52051
0.0,4,2.522189
0.0,1,2.522958
0.0,3,2.524669
0.0,4,2.531041
0.0,2,2.53328
0.0,1,2.534348
0.0,1,2.535419
0.0,2,2.537592
0.0,1,2.539122
0.0,1,2.540513
0.0,4,2.547473
0.0,1,2.549256
0.0,1,2.551888
0.0,1,2.553719
0.0,1,2.555379
0.0,4,2.561102
0.0,1,2.562115
0.0,2,2.563701
0.0,1,2.565488
0.0,2,2.56697
0.0,2,2.5681
0.0,1,2.568741
0.0,1,2.569435
0.0,2,2.570468
0.0,3,2.573936
0.0,1,2.574939
0.0,4,2.707392
0.0,1,2.709358
0.0,2,2.713126
0.0,1,2.71473
0.0,2,2.716453
0.0,1,2.717794
0.0,1,2.719236
0.0,1,2.720257
0.0,3,2.722383
0.0,1,2.723844
0.0,4,2.729219
0.0,1,2.730514
0.0,1,2.7313
0.0,1,2.731977
0.0,1,2.732908
0.0,1,2.734029
0.0,3,2.73589
0.0,1,2.736744
0.0,1,2.73792
0.0,1,2.739588
0.0,3,2.742358
0.0,1,2.743391
0.0,1,2.744242
0.0,1,2.745072
0.0,1,2.745809
0.0,1,2.746747
0.0,1,2.747519
0.0,1,2.748249
0.0,1,2.749115
0.0,2,2.750313
0.0,4,2.753341
0.0,1,2.754264
0.0,6,2.759209
0.0,1,2.759949
0.0,2,2.760962
0.0,1,2.761612
0.0,1,2.762534
0.0,3,2.764146
0.0,5,2.766394
0.0,2,2.767821
0.0,1,2.7686
0.0,1,2.769269
0.0,1,2.769872
0.0,2,2.772041
0.0,1,2.773771
0.0,3,2.775934
0.0,1,2.776818
0.0,1,2.777492
0.0,2,2.778636
0.0,1,2.779364
0.0,2,2.780379
0.0,1,2.780942
0.0,1,2.781511
0.0,1,2.782096
0.0,1,2.78266
0.0,1,2.783276
0.0,3,2.78478
0.0,1,2.78608
0.0,2,2.789038
0.0,1,2.790472
0.0,5,2.793234
0.0,1,2.794079
0.0,1,2.794773
0.0,1,2.795458
0.0,1,2.796082
0.0,3,2.79763
0.0,1,2.798169
0.0,2,2.799272
0.0,3,2.801426
0.0,5,2.807023
0.0,1,2.808497
0.0,1,2.809747
0.0,5,2.812673
0.0,1,2.813305
0.0,2,2.814394
0.0,1,2.815069
0.0,1,2.816011
0.0,1,2.817364
0.0,1,2.819687
0.0,1,2.821328
0.0,1,2.822482
0.0,1,2.823394
0.0,4,2.825964
0.0,1,2.826693
0.0,1,2.8276
0.0,1,2.828599
0.0,3,2.830313
0.0,2,2.832881
0.0,3,2.837029
0.0,3,2.83858
0.0,4,2.840701
0.0,2,2.841882
0.0,3,2.84313
0.0,2,2.844212
0.0,1,2.845158
0.0,3,2.847244
0.0,2,2.851299
0.0,2,2.853226
0.0,1,2.853959
0.0,2,2.854935
0.0,1,2.855453
0.0,1,2.856129
0.0,1,2.856858
0.0,2,2.857746
0.0,5,2.859874
0.0,1,2.860527
0.0,5,2.864851
0.0,1,2.86677
0.0,1,2.868225
0.0,1,2.869431
0.0,1,2.870179
0.0,1,2.871112
0.0,5,2.873313
0.0,3,2.874651
0.0,1,2.875458
0.0,1,2.875978
0.0,3,2.879178
0.0,1,2.881282
0.0,1,2.88325
0.0,1,2.88432
0.0,1,2.885288
0.0,2,2.886636
0.0,6,2.888995
0.0,1,2.889641
0.0,3,2.891016
0.0,4,2.893329
0.0,1,2.895376
0.0,3,2.898378
0.0,1,2.899619
0.0,2,2.901095
0.0,3,2.902797
0.0,4,2.904872
0.0,1,2.905678
0.0,5,2.908734
0.0,1,2.910289
0.0,1,2.911697
0.0,1,2.912724
0.0,1,2.913491
0.0,2,2.914489
0.0,3,2.916177
0.0,1,2.917051
0.0,1,2.917849
0.0,4,2.920003
0.0,1,2.920867
0.0,3,2.922627
0.0,1,2.924016
0.0,1,2.925183
0.0,1,2.926411
0.0,1,2.927379
0.0,1,2.928295
0.0,1,2.928991
0.0,2,2.930053
0.0,1,2.930737
0.0,1,2.931562
0.0,1,2.932287
0.0,1,2.932804
0.0,3,2.934197
0.0,1,2.93476
0.0,1,2.9356
0.0,1,2.936323
0.0,1,2.936856
0.0,2,2.937916
0.0,1,2.939091
0.0,3,2.94417
0.0,1,2.945242
0.0,3,2.947013
0.0,1,2.94785
0.0,2,2.949034
0.0,1,2.9498
0.0,1,2.95058
0.0,3,2.952073
0.0,1,2.952881
0.0,2,2.954567
0.0,1,2.956741
0.0,1,2.958549
0.0,1,2.959443
0.0,3,2.960876
0.0,1,2.961644
0.0,1,2.962551
0.0,1,2.963204
0.0,2,2.964162
0.0,1,2.964761
0.0,2,2.965755
0.0,2,2.966612
0.0,6,2.970042
0.0,4,2.974329
0.0,2,2.975494
0.0,3,2.976943
0.0,1,2.977547
0.0,1,2.978289
0.0,1,2.978989
0.0,1,2.979588
0.0,6,2.982023
0.0,3,2.983463
0.0,1,2.984265
0.0,1,2.985741
0.0,1,2.98711
0.0,1,2.988357
0.0,1,2.989165
0.0,1,2.989759
0.0,1,2.990361
0.0,2,2.991528
0.0,1,2.992221
0.0,5,2.994204
0.0,1,2.994956
0.0,1,2.995623
0.0,1,2.996193
0.0,1,2.996698
0.0,5,2.998769
0.0,1,3.000656
0.0,1,3.00226
0.0,4,3.005949
0.0,1,3.006702
0.0,5,3.009111
0.0,1,3.009871
0.0,2,3.011144
0.0,4,3.013257
0.0,1,3.014115
0.0,1,3.014905
0.0,1,3.016181
0.0,2,3.018643
0.0,1,3.019562
0.0,1,3.020325
0.0,1,3.021044
0.0,1,3.021841
0.0,1,3.022376
0.0,1,3.023015
0.0,1,3.023623
0.0,1,3.024153
0.0,2,3.025113
0.0,1,3.025677
0.0,1,3.026278
0.0,1,3.026885
0.0,1,3.02763
0.0,2,3.02899
0.0,3,3.032788
0.0,1,3.033769
0.0,2,3.035175
0.0,1,3.035895
0.0,1,3.036451
0.0,1,3.03696
0.0,5,3.039229
0.0,1,3.039868
0.0,1,3.040403
0.0,5,3.042616
0.0,2,3.043626
0.0,1,3.044353
0.0,5,3.048717
0.0,1,3.050067
0.0,1,3.050815
0.0,1,3.051528
0.0,4,3.053235
0.0,1,3.053831
0.0,2,3.054824
0.0,1,3.055434
0.0,1,3.056046
0.0,1,3.056901
0.0,5,3.059078
0.0,4,3.061809
0.0,3,3.065258
0.0,1,3.065912
0.0,3,3.067289
0.0,1,3.068026
0.0,1,3.068801
0.0,1,3.069867
0.0,1,3.070487
0.0,1,3.071352
0.0,1,3.072164
0.0,1,3.072792
0.0,1,3.073363
0.0,1,3.073985
0.0,1,3.074621
0.0,1,3.075333
0.0,2,3.077332
0.0,1,3.079207
0.0,3,3.080803
0.0,1,3.081549
0.0,1,3.082271
0.0,4,3.084028
0.0,1,3.084724
0.0,3,3.086149
0.0,1,3.086941
0.0,4,3.088695
0.0,1,3.089191
0.0,2,3.090196
0.0,3,3.226054
0.0,1,3.227337
0.0,1,3.228369
0.0,1,3.229639
0.0,2,3.23154
0.0,1,3.232731
0.0,1,3.233935
0.0,5,3.236636
0.0,1,3.23734
0.0,5,3.239802
0.0,1,3.240554
0.0,6,3.243368
0.0,1,3.244243
0.0,2,3.246084
0.0,3,3.248631
0.0,4,3.250779
0.0,4,3.252826
0.0,4,3.254627
0.0,1,3.255362
0.0,3,3.256886
0.0,1,3.257677
0.0,1,3.258603
0.0,1,3.25941
0.0,2,3.261595
0.0,2,3.263733
0.0,1,3.264491
0.0,1,3.265322
0.0,1,3.266314
0.0,2,3.267778
0.0,1,3.2687
0.0,1,3.269689
0.0,2,3.270757
0.0,2,3.271959
0.0,1,3.272524
0.0,1,3.27334
0.0,3,3.275374
0.0,2,3.27732
0.0,3,3.279118
0.0,1,3.279819
0.0,2,3.281097
0.0,2,3.282624
0.0,4,3.284319
0.0,1,3.285102
0.0,1,3.28605
0.0,2,3.287
0.0,1,3.287682
0.0,1,3.288379
0.0,1,3.289225
0.0,3,3.292595
0.0,2,3.29432
0.0,1,3.295243
0.0,1,3.295959
0.0,1,3.296797
0.0,1,3.29734
0.0,4,3.299315
0.0,1,3.300042
0.0,1,3.300724
0.0,2,3.301819
0.0,1,3.302587
0.0,1,3.303304
0.0,1,3.304034
0.0,2,3.305317
0.0,1,3.306707
0.0,1,3.308628
0.0,2,3.311281
0.0,1,3.312319
0.0,1,3.313004
0.0,4,3.315043
0.0,1,3.315654
0.0,1,3.316403
0.0,1,3.317028
0.0,1,3.317637
0.0,1,3.318368
0.0,2,3.319404
0.0,1,3.320645
0.0,2,3.322778
0.0,1,3.324311
0.0,1,3.325727
0.0,1,3.326907
0.0,4,3.328676
0.0,1,3.329202
0.0,3,3.330752
0.0,4,3.332357
0.0,2,3.333577
0.0,1,3.334652
0.0,2,3.336012
0.0,4,3.338773
0.0,1,3.33963
0.0,1,3.340431
0.0,1,3.341517
0.0,2,3.342656
0.0,1,3.343265
0.0,1,3.34406
0.0,1,3.344661
0.0,1,3.34532
0.0,3,3.346652
0.0,1,3.347414
0.0,2,3.348649
0.0,4,3.351066
0.0,3,3.354759
0.0,5,3.358387
0.0,2,3.360085
0.0,1,3.360789
0.0,1,3.361679
0.0,2,3.362725
0.0,1,3.363475
0.0,2,3.364692
0.0,3,3.366081
0.0,1,3.367412
0.0,3,3.369819
0.0,1,3.370637
0.0,1,3.371357
0.0,3,3.373118
0.0,1,3.373845
0.0,1,3.374533
0.0,1,3.37621
0.0,2,3.37753
0.0,1,3.378226
0.0,3,3.380926
0.0,1,3.382144
0.0,1,3.383118
0.0,1,3.384229
0.0,2,3.385383
0.0,1,3.386095
0.0,3,3.387976
0.0,1,3.388606
0.0,3,3.389917
0.0,3,3.391522
0.0,3,3.392772
0.0,1,3.393535
0.0,1,3.394327
0.0,3,3.395765
0.0,1,3.396487
0.0,2,3.398218
0.0,1,3.399498
0.0,1,3.400712
0.0,3,3.403057
0.0,4,3.404828
0.0,4,3.406818
0.0,1,3.407462
0.0,4,3.409312
0.0,3,3.410589
0.0,1,3.411501
0.0,3,3.413746
0.0,1,3.414797
0.0,3,3.417328
0.0,1,3.418111
0.0,1,3.418725
0.0,1,3.419407
0.0,3,3.420862
0.0,2,3.421948
0.0,1,3.42274
0.0,4,3.424634
0.0,1,3.42525
0.0,1,3.42588
0.0,2,3.427033
0.0,1,3.427694
0.0,1,3.428766
0.0,1,3.43016
0.0,1,3.432035
0.0,2,3.433757
0.0,3,3.435825
0.0,1,3.436719
0.0,1,3.437504
0.0,1,3.43817
0.0,3,3.439694
0.0,1,3.440387
0.0,2,3.441395
0.0,1,3.441957
0.0,4,3.44467
0.0,1,3.445867
0.0,4,3.448451
0.0,2,3.449621
0.0,1,3.450423
0.0,1,3.45119
0.0,1,3.451936
0.0,1,3.452692
0.0,1,3.453268
0.0,2,3.454289
0.0,3,3.455737
0.0,2,3.456672
0.0,1,3.457241
0.0,1,3.458097
0.0,3,3.461192
0.0,3,3.46453
0.0,3,3.466069
0.0,1,3.466793
0.0,3,3.468199
0.0,1,3.468765
0.0,1,3.469567
0.0,1,3.470193
0.0,1,3.470775
0.0,1,3.471507
0.0,1,3.472127
0.0,1,3.47282
0.0,4,3.476355
0.0,1,3.477671
0.0,2,3.479314
0.0,1,3.480036
0.0,1,3.480692
0.0,3,3.482697
0.0,1,3.483779
0.0,1,3.48474
0.0,3,3.486345
0.0,4,3.488328
0.0,2,3.490774
0.0,1,3.491952
0.0,1,3.493073
0.0,1,3.493978
0.0,1,3.494656
0.0,2,3.495685
0.0,1,3.496494
0.0,1,3.497123
0.0,1,3.497754
0.0,5,3.499979
0.0,1,3.500571
0.0,4,3.50243
0.0,1,3.503086
0.0,2,3.505181
0.0,1,3.506603
0.0,4,3.509691
0.0,1,3.510557
0.0,1,3.511328
0.0,1,3.512048
0.0,1,3.512871
0.0,4,3.514543
0.0,3,3.515911
0.0,1,3.516572
0.0,5,3.518667
0.0,2,3.520144
0.0,1,3.521444
0.0,5,3.526536
0.0,1,3.527619
0.0,1,3.528289
0.0,1,3.528859
0.0,2,3.529858
0.0,2,3.530789
0.0,1,3.531549
0.0,1,3.532316
0.0,1,3.532947
0.0,4,3.535532
0.0,2,3.537173
0.0,4,3.539607
0.0,1,3.54039
0.0,3,3.54186
0.0,3,3.543469
0.0,4,3.545167
0.0,1,3.545793
0.0,1,3.546453
0.0,1,3.547202
0.0,1,3.547855
0.0,4,3.54974
0.0,1,3.550715
0.0,3,3.552672
0.0,1,3.553781
0.0,1,3.554534
0.0,3,3.55602
0.0,2,3.556998
0.0,3,3.558517
0.0,2,3.559619
0.0,2,3.560728
0.0,2,3.561781
0.0,3,3.563176
0.0,2,3.564518
0.0,1,3.565244
0.0,1,3.566415
0.0,1,3.567732
0.0,3,3.572003
0.0,1,3.573617
0.0,1,3.574393
0.0,1,3.575053
0.0,1,3.575987
0.0,1,3.576589
0.0,2,3.5776
0.0,2,3.578616
0.0,1,3.579353
0.0,1,3.58002
0.0,2,3.581879
0.0,1,3.583043
0.0,1,3.584395
0.0,1,3.698344
0.0,2,3.699735
0.0,1,3.70068
0.0,4,3.702765
0.0,3,3.70528
0.0,1,3.706238
0.0,1,3.707095
0.0,2,3.708364
0.0,2,3.70949
0.0,3,3.711168
0.0,1,3.711839
0.0,1,3.712482
0.0,2,3.71349
0.0,2,3.714425
0.0,1,3.715268
0.0,1,3.715826
0.0,1,3.716516
0.0,1,3.717283
0.0,6,3.720972
0.0,3,3.72278
0.0,1,3.723528
0.0,3,3.725188
0.0,1,3.725928
0.0,3,3.727324
0.0,1,3.728105
0.0,1,3.728654
0.0,1,3.729315
0.0,1,3.729865
0.0,4,3.731786
0.0,2,3.732823
0.0,1,3.733699
0.0,2,3.735823
0.0,1,3.737365
0.0,1,3.739157
0.0,1,3.740382
0.0,2,3.741564
0.0,4,3.74345
0.0,1,3.744105
0.0,2,3.745068
0.0,1,3.745902
0.0,2,3.746921
0.0,4,3.749107
0.0,1,3.751069
0.0,1,3.753291
0.0,2,3.757246
0.0,1,3.758439
0.0,1,3.759491
0.0,1,3.760283
0.0,1,3.761239
0.0,2,3.762247
0.0,3,3.763843
0.0,1,3.764833
0.0,1,3.766082
0.0,1,3.767427
0.0,1,3.768264
0.0,1,3.769269
0.0,1,3.77044
0.0,3,3.772329
0.0,5,3.774574
0.0,3,3.776094
0.0,3,3.778012
0.0,1,3.779362
0.0,2,3.781248
0.0,3,3.783112
0.0,1,3.783865
0.0,1,3.784391
0.0,1,3.785084
0.0,2,3.786366
0.0,1,3.78717
0.0,2,3.788299
0.0,2,3.789424
0.0,2,3.791071
0.0,1,3.791714
0.0,3,3.793495
0.0,1,3.794668
0.0,4,3.799274
0.0,1,3.800179
0.0,2,3.801316
0.0,1,3.80208
0.0,1,3.80266
0.0,2,3.803871
0.0,1,3.804483
0.0,2,3.805493
0.0,4,3.807267
0.0,1,3.807915
0.0,1,3.808693
0.0,1,3.809228
0.0,3,3.81242
0.0,2,3.814577
0.0,3,3.816411
0.0,2,3.817547
0.0,1,3.818466
0.0,1,3.819446
0.0,4,3.821254
0.0,1,3.821789
0.0,3,3.823046
0.0,1,3.823616
0.0,3,3.824971
0.0,3,3.828889
0.0,4,3.832136
0.0,2,3.833293
0.0,2,3.834399
0.0,3,3.83612
0.0,1,3.836687
0.0,1,3.83738
0.0,1,3.837924
0.0,2,3.839114
0.0,2,3.840527
0.0,1,3.841752
0.0,1,3.842899
0.0,1,3.844803
0.0,1,3.84694
0.0,1,3.848755
0.0,1,3.850101
0.0,3,3.851661
0.0,1,3.852355
0.0,5,3.854586
0.0,2,3.856106
0.0,1,3.859559
0.0,1,3.860937
0.0,1,3.86222
0.0,1,3.863124
0.0,1,3.863986
0.0,1,3.864989
0.0,1,3.865599
0.0,2,3.866853
0.0,1,3.867437
0.0,1,3.867947
0.0,2,3.869073
0.0,1,3.869943
0.0,4,3.873473
0.0,4,3.87695
0.0,1,3.879419
0.0,5,3.882786
0.0,1,3.88344
0.0,1,3.884062
0.0,1,3.884712
0.0,1,3.885541
0.0,1,3.886289
0.0,1,3.887152
0.0,1,3.887912
0.0,1,3.888736
0.0,1,3.889568
0.0,1,3.890432
0.0,2,3.891592
0.0,1,3.893138
0.0,2,3.895321
0.0,1,3.896209
0.0,1,3.896887
0.0,1,3.897667
0.0,1,3.898429
0.0,1,3.899217
0.0,1,3.90002
0.0,2,3.901008
0.0,1,3.902171
0.0,1,3.903129
0.0,2,3.904733
0.0,2,3.905926
0.0,2,3.907501
0.0,1,3.908716
0.0,2,3.910332
0.0,1,3.911088
0.0,1,3.91176
0.0,1,3.912338
0.0,3,3.913803
0.0,1,3.914495
0.0,1,3.915156
0.0,3,3.916522
0.0,2,3.918134
0.0,3,3.919581
0.0,1,3.920268
0.0,1,3.921371
0.0,3,3.924875
0.0,2,3.926689
0.0,1,3.928959
0.0,4,3.931692
0.0,3,3.933528
0.0,1,3.934318
0.0,1,3.935164
0.0,1,3.935785
0.0,2,3.93672
0.0,2,3.937719
0.0,1,3.939057
0.0,4,3.941611
0.0,1,3.942281
0.0,1,3.943055
0.0,1,3.943822
0.0,1,3.94452
0.0,1,3.945082
0.0,3,3.946385
0.0,2,3.94755
0.0,2,3.949119
0.0,2,3.95043
0.0,1,3.951247
0.0,5,3.953584
0.0,1,3.954645
0.0,1,3.955483
0.0,1,3.956169
0.0,1,3.956981
0.0,1,3.957781
0.0,1,3.958588
0.0,1,3.960247
0.0,5,3.962681
0.0,2,3.964106
0.0,1,3.965026
0.0,1,3.965879
0.0,3,3.967586
0.0,1,3.968241
0.0,1,3.969077
0.0,1,3.970128
0.0,1,3.970981
0.0,1,3.971628
0.0,1,3.972262
0.0,3,3.973492
0.0,2,3.974883
0.0,1,3.975781
0.0,4,3.977595
0.0,1,3.978781
0.0,3,3.981486
0.0,1,3.982183
0.0,4,3.984061
0.0,1,3.98487
0.0,1,3.985662
0.0,1,3.986233
0.0,1,3.986829
0.0,1,3.987564
0.0,5,3.990144
0.0,1,3.990857
0.0,2,3.991899
0.0,2,3.992885
0.0,1,3.993752
0.0,5,3.997259
0.0,4,3.999406
0.0,1,4.000019
0.0,3,4.001488
0.0,1,4.002352
0.0,1,4.002999
0.0,3,4.00492
0.0,1,4.005648
0.0,4,4.007486
0.0,1,4.008089
0.0,2,4.009567
0.0,2,4.011246
0.0,1,4.012303
0.0,1,4.013181
0.0,1,4.014026
0.0,1,4.014646
0.0,1,4.015341
0.0,3,4.017097
0.0,5,4.019443
0.0,3,4.020887
0.0,2,4.02188
0.0,1,4.022555
0.0,5,4.025944
0.0,1,4.02757
0.0,2,4.02984
0.0,3,4.032075
0.0,1,4.033
0.0,5,4.035017
0.0,1,4.035876
0.0,1,4.036515
0.0,1,4.037211
0.0,3,4.038682
0.0,1,4.040351
0.0,3,4.043461
0.0,1,4.044341
0.0,1,4.044945
0.0,1,4.045584
0.0,2,4.04672
0.0,4,4.048561
0.0,5,4.050738
0.0,1,4.05144
0.0,1,4.052063
0.0,3,4.053346
0.0,1,4.05482
0.0,1,4.056389
0.0,3,4.059773
0.0,1,4.060654
0.0,1,4.061606
0.0,2,4.062739
0.0,2,4.063735
0.0,2,4.064745
0.0,4,4.201202
0.0,1,4.202173
0.0,1,4.203348
0.0,2,4.204519
0.0,1,4.205496
0.0,1,4.206197
0.0,2,4.207463
0.0,1,4.208362
0.0,3,4.210643
0.0,1,4.211785
0.0,4,4.215677
0.0,1,4.216602
0.0,1,4.217256
0.0,1,4.21794
0.0,4,4.220016
0.0,1,4.22086
0.0,4,4.222694
0.0,1,4.223786
0.0,1,4.22483
0.0,2,4.227145
0.0,3,4.22941
0.0,1,4.230163
0.0,1,4.230912
0.0,2,4.232001
0.0,1,4.23256
0.0,1,4.233332
0.0,1,4.233928
0.0,1,4.234611
0.0,3,4.236003
0.0,4,4.237715
0.0,1,4.238946
0.0,1,4.239858
0.0,4,4.243044
0.0,3,4.244362
0.0,4,4.246091
0.0,3,4.247542
0.0,1,4.248166
0.0,2,4.24909
0.0,5,4.251106
0.0,1,4.2519
0.0,1,4.252479
0.0,2,4.253912
0.0,5,4.258944
0.0,1,4.260134
0.0,2,4.261753
0.0,2,4.262755
0.0,5,4.264794
0.0,3,4.266183
0.0,1,4.266861
0.0,1,4.267366
0.0,1,4.268025
0.0,4,4.271471
0.0,5,4.277112
0.0,1,4.278085
0.0,2,4.279282
0.0,1,4.280031
0.0,1,4.280925
0.0,1,4.281581
0.0,4,4.283378
0.0,1,4.284395
0.0,1,4.285872
0.0,1,4.28722
0.0,1,4.289457
0.0,1,4.290605
0.0,1,4.291625
0.0,1,4.292511
0.0,1,4.293267
0.0,1,4.2939
0.0,1,4.294574
0.0,2,4.295617
0.0,3,4.297041
0.0,1,4.297573
0.0,2,4.298609
0.0,2,4.300561
0.0,2,4.302524
0.0,3,4.305807
0.0,2,4.306892
0.0,1,4.307556
0.0,1,4.308358
0.0,1,4.308962
0.0,2,4.309922
0.0,4,4.311723
0.0,2,4.312638
0.0,1,4.313234
0.0,1,4.313787
0.0,2,4.315443
0.0,1,4.316293
0.0,1,4.31738
0.0,1,4.318717
0.0,1,4.319841
0.0,1,4.320625
0.0,1,4.321433
0.0,3,4.322932
0.0,1,4.323547
0.0,1,4.324116
0.0,1,4.32483
0.0,2,4.325849
0.0,1,4.326408
0.0,1,4.327017
0.0,3,4.328366
0.0,5,4.331434
0.0,2,4.333246
0.0,5,4.336165
0.0,4,4.338043
0.0,4,4.339827
0.0,1,4.34053
0.0,3,4.34242
0.0,1,4.343292
0.0,4,4.346639
0.0,4,4.352412
0.0,1,4.353198
0.0,2,4.354303
0.0,1,4.355147
0.0,5,4.357221
0.0,1,4.358027
0.0,1,4.358697
0.0,1,4.359271
0.0,1,4.359817
0.0,1,4.360605
0.0,3,4.363767
0.0,1,4.36531
0.0,1,4.366458
0.0,3,4.369341
0.0,5,4.371578
0.0,1,4.372473
0.0,1,4.373012
0.0,3,4.374428
0.0,5,4.37955
0.0,1,4.380847
0.0,1,4.381744
0.0,1,4.382454
0.0,4,4.384204
0.0,2,4.385191
0.0,1,4.385881
0.0,1,4.386446
0.0,2,4.387484
0.0,1,4.388139
0.0,1,4.388956
0.0,2,4.38987
0.0,1,4.390521
0.0,1,4.391647
0.0,3,4.39496
0.0,1,4.396813
0.0,1,4.399163
0.0,1,4.400265
0.0,1,4.401136
0.0,1,4.401938
0.0,3,4.403574
0.0,3,4.405015
0.0,1,4.405699
0.0,1,4.406637
0.0,1,4.407674
0.0,1,4.409441
0.0,2,4.411717
0.0,2,4.413713
0.0,1,4.414428
0.0,6,4.417127
0.0,1,4.417827
0.0,3,4.419469
0.0,1,4.420186
0.0,1,4.421052
0.0,1,4.422498
0.0,1,4.423959
0.0,3,4.426235
0.0,3,4.42798
0.0,1,4.429503
0.0,2,4.431071
0.0,1,4.431856
0.0,1,4.432563
0.0,3,4.433908
0.0,1,4.434579
0.0,2,4.435717
0.0,1,4.436605
0.0,3,4.438495
0.0,3,4.440223
0.0,1,4.440995
0.0,1,4.441774
0.0,1,4.44249
0.0,1,4.443701
0.0,3,4.44561
0.0,3,4.447083
0.0,2,4.448071
0.0,4,4.449931
0.0,2,4.450987
0.0,1,4.452063
0.0,1,4.453576
0.0,3,4.456317
0.0,1,4.457348
0.0,3,4.460086
0.0,1,4.46094
0.0,1,4.461894
0.0,1,4.462545
0.0,3,4.464019
0.0,1,4.464667
0.0,1,4.465434
0.0,1,4.466175
0.0,2,4.467335
0.0,1,4.468318
0.0,1,4.469245
0.0,1,4.470177
0.0,1,4.470931
0.0,4,4.472847
0.0,1,4.474153
0.0,1,4.475446
0.0,4,4.477635
0.0,2,4.478776
0.0,2,4.479863
0.0,1,4.480516
0.0,2,4.48154
0.0,1,4.482211
0.0,1,4.483166
0.0,1,4.484166
0.0,4,4.486665
0.0,1,4.487526
0.0,5,4.491159
0.0,1,4.492003
0.0,1,4.492932
0.0,2,4.493949
0.0,1,4.494628
0.0,1,4.495291
0.0,1,4.495918
0.0,1,4.496624
0.0,3,4.498896
0.0,5,4.502684
0.0,1,4.503729
0.0,1,4.505476
0.0,3,4.507954
0.0,2,4.508996
0.0,2,4.5101
0.0,1,4.510774
0.0,2,4.511853
0.0,3,4.513742
0.0,2,4.516018
0.0,3,4.518344
0.0,3,4.52118
0.0,1,4.522114
0.0,1,4.522908
0.0,1,4.523824
0.0,2,4.524881
0.0,3,4.526239
0.0,1,4.526997
0.0,1,4.527768
0.0,1,4.52883
0.0,1,4.530104
0.0,1,4.531287
0.0,1,4.532359
0.0,2,4.533605
0.0,1,4.534213
0.0,1,4.535153
0.0,1,4.536344
0.0,3,4.537922
0.0,1,4.538537
0.0,4,4.540321
0.0,1,4.541041
0.0,1,4.541718
0.0,1,4.542377
0.0,1,4.543223
0.0,2,4.545157
0.0,2,4.547083
0.0,1,4.548075
0.0,1,4.548869
0.0,5,4.551246
0.0,1,4.551996
0.0,3,4.55336
0.0,2,4.554343
0.0,4,4.556042
0.0,3,4.557538
0.0,1,4.558163
0.0,5,4.561675
0.0,1,4.562715
0.0,5,4.566061
0.0,1,4.566921
0.0,1,4.567735
0.0,1,4.568322
0.0,1,4.716656
0.0,1,4.719404
0.0,1,4.721132
0.0,5,4.724447
0.0,1,4.726372
0.0,1,4.728453
0.0,1,4.730126
0.0,3,4.732734
0.0,1,4.734156
0.0,1,4.735499
0.0,1,4.737335
0.0,3,4.739439
0.0,1,4.740528
0.0,1,4.741435
0.0,1,4.742086
