#{"t_start": 1778815119.3352435, "env_id": "None"}
r,l,t
0.0,1,44.070263
0.0,2,44.071302
0.0,3,44.072993
0.0,1,44.074314
0.0,1,44.075351
0.0,1,44.07619
0.0,4,44.078807
0.0,1,44.080045
0.0,3,44.081587
0.0,1,44.082187
0.0,1,44.082714
0.0,1,44.083494
0.0,2,44.084681
0.0,1,44.085282
0.0,1,44.085949
0.0,1,44.086759
0.0,1,44.087615
0.0,3,44.089427
0.0,2,44.091012
0.0,1,44.091767
0.0,2,44.093076
0.0,1,44.093889
0.0,1,44.095121
0.0,1,44.096321
0.0,4,44.098929
0.0,3,44.103172
0.0,1,44.104758
0.0,2,44.10639
0.0,4,44.108443
0.0,2,44.109667
0.0,3,44.1112
0.0,2,44.112299
0.0,5,44.115557
0.0,1,44.117126
0.0,1,44.119006
0.0,2,44.121973
0.0,1,44.122984
0.0,1,44.124
0.0,1,44.125008
0.0,1,44.126079
0.0,2,44.127247
0.0,1,44.127868
0.0,4,44.130382
0.0,3,44.132031
0.0,3,44.134245
0.0,3,44.139667
0.0,1,44.14104
0.0,1,44.142318
0.0,5,44.147321
0.0,1,44.147949
0.0,1,44.148555
0.0,1,44.149457
0.0,1,44.15047
0.0,1,44.151443
0.0,3,44.152909
0.0,1,44.153695
0.0,1,44.154203
0.0,1,44.154763
0.0,4,44.156445
0.0,4,44.158399
0.0,1,44.159098
0.0,1,44.159733
0.0,1,44.160459
0.0,2,44.161399
0.0,1,44.162114
0.0,1,44.162665
0.0,1,44.163362
0.0,1,44.163978
0.0,5,44.167361
0.0,1,44.168392
0.0,1,44.169075
0.0,5,44.171504
0.0,1,44.172813
0.0,1,44.173543
0.0,2,44.174783
0.0,1,44.175462
0.0,1,44.176027
0.0,1,44.176828
0.0,3,44.178502
0.0,1,44.179199
0.0,2,44.180999
0.0,5,44.185167
0.0,4,44.187161
0.0,1,44.187873
0.0,1,44.188449
0.0,1,44.188977
0.0,3,44.190321
0.0,1,44.190905
0.0,2,44.19199
0.0,2,44.192978
0.0,3,44.194258
0.0,2,44.196871
0.0,3,44.201565
0.0,3,44.203377
0.0,3,44.205064
0.0,1,44.205738
0.0,1,44.206405
0.0,3,44.20772
0.0,1,44.208331
0.0,3,44.20986
0.0,1,44.211784
0.0,1,44.214478
0.0,1,44.217142
0.0,1,44.219289
0.0,1,44.221514
0.0,3,44.225121
0.0,1,44.226176
0.0,1,44.228916
0.0,2,44.231379
0.0,1,44.232539
0.0,1,44.233897
0.0,1,44.235337
0.0,4,44.238336
0.0,1,44.239061
0.0,2,44.240274
0.0,2,44.242239
0.0,1,44.24334
0.0,1,44.24416
0.0,1,44.244952
0.0,4,44.246621
0.0,1,44.247164
0.0,2,44.248139
0.0,2,44.249261
0.0,1,44.249911
0.0,1,44.250563
0.0,1,44.251246
0.0,2,44.252247
0.0,1,44.252923
0.0,3,44.25442
0.0,1,44.255175
0.0,1,44.256288
0.0,2,44.257601
0.0,1,44.258357
0.0,1,44.259099
0.0,1,44.259668
0.0,2,44.26082
0.0,4,44.262484
0.0,3,44.263984
0.0,1,44.264591
0.0,1,44.265249
0.0,3,44.266604
0.0,1,44.267137
0.0,1,44.267871
0.0,2,44.268878
0.0,1,44.269483
0.0,5,44.271793
0.0,1,44.272955
0.0,3,44.275536
0.0,1,44.276526
0.0,1,44.277323
0.0,1,44.277986
0.0,5,44.280173
0.0,1,44.280776
0.0,4,44.28265
0.0,2,44.283571
0.0,2,44.284588
0.0,1,44.28512
0.0,1,44.285763
0.0,4,44.418306
0.0,3,44.420393
0.0,1,44.421195
0.0,1,44.422148
0.0,3,44.423837
0.0,3,44.425999
0.0,1,44.427323
0.0,1,44.428645
0.0,1,44.429855
0.0,5,44.433301
0.0,2,44.434879
0.0,6,44.438455
0.0,2,44.439628
0.0,3,44.441747
0.0,1,44.442534
0.0,1,44.443421
0.0,1,44.444038
0.0,1,44.444674
0.0,1,44.445317
0.0,2,44.446356
0.0,4,44.448273
0.0,1,44.44904
0.0,3,44.451078
0.0,2,44.452454
0.0,3,44.454184
0.0,2,44.456334
0.0,1,44.458165
0.0,1,44.459713
0.0,1,44.461031
0.0,3,44.462521
0.0,1,44.463263
0.0,2,44.464327
0.0,3,44.465822
0.0,1,44.466576
0.0,3,44.467865
0.0,1,44.468509
0.0,2,44.469656
0.0,1,44.470353
0.0,1,44.471495
0.0,1,44.47287
0.0,1,44.474006
0.0,4,44.476889
0.0,3,44.478443
0.0,2,44.47944
0.0,4,44.48121
0.0,2,44.482299
0.0,1,44.482866
0.0,1,44.483408
0.0,1,44.484044
0.0,2,44.484981
0.0,1,44.486696
0.0,1,44.489057
0.0,5,44.494564
0.0,1,44.4959
0.0,3,44.497999
0.0,1,44.498854
0.0,1,44.499476
0.0,1,44.500095
0.0,1,44.500942
0.0,1,44.501921
0.0,1,44.502874
0.0,3,44.504613
0.0,2,44.505584
0.0,2,44.506616
0.0,3,44.508113
0.0,1,44.508822
0.0,1,44.509722
0.0,2,44.510865
0.0,1,44.511686
0.0,1,44.512587
0.0,1,44.513332
0.0,1,44.514209
0.0,1,44.514868
0.0,3,44.516924
0.0,1,44.518258
0.0,1,44.519086
0.0,1,44.520084
0.0,2,44.521189
0.0,1,44.521851
0.0,1,44.52264
0.0,4,44.524815
0.0,1,44.525574
0.0,1,44.526404
0.0,1,44.527009
0.0,3,44.528349
0.0,5,44.530378
0.0,1,44.530982
0.0,5,44.534936
0.0,3,44.537254
0.0,1,44.537992
0.0,4,44.539535
0.0,2,44.541043
0.0,4,44.542894
0.0,1,44.543577
0.0,3,44.544986
0.0,1,44.545629
0.0,1,44.546311
0.0,1,44.547556
0.0,2,44.549616
0.0,1,44.550947
0.0,1,44.552243
0.0,1,44.55315
0.0,1,44.553914
0.0,2,44.555069
0.0,1,44.555829
0.0,2,44.556917
0.0,1,44.557498
0.0,2,44.558519
0.0,2,44.559587
0.0,3,44.560947
0.0,1,44.561704
0.0,3,44.564023
0.0,2,44.565359
0.0,1,44.566043
0.0,7,44.569466
0.0,1,44.570282
0.0,4,44.572289
0.0,1,44.572914
0.0,5,44.574876
0.0,2,44.575955
0.0,2,44.577614
0.0,3,44.580762
0.0,2,44.58232
0.0,1,44.583021
0.0,5,44.58507
0.0,1,44.585912
0.0,2,44.586819
0.0,3,44.588241
0.0,3,44.589591
0.0,1,44.59011
0.0,1,44.590662
0.0,1,44.59137
0.0,1,44.592563
0.0,1,44.593586
0.0,3,44.595774
0.0,1,44.59688
0.0,1,44.597646
0.0,1,44.598267
0.0,1,44.598989
0.0,3,44.600415
0.0,1,44.601082
0.0,4,44.60278
0.0,3,44.604362
0.0,2,44.605402
0.0,1,44.605992
0.0,1,44.607062
0.0,1,44.61017
0.0,2,44.612322
0.0,2,44.613923
0.0,3,44.615411
0.0,1,44.616199
0.0,3,44.617842
0.0,1,44.618516
0.0,1,44.619365
0.0,4,44.621724
0.0,5,44.626637
0.0,1,44.627438
0.0,1,44.628212
0.0,3,44.629474
0.0,2,44.630456
0.0,2,44.631459
0.0,1,44.632175
0.0,4,44.633888
0.0,3,44.635264
0.0,1,44.635962
0.0,1,44.636508
0.0,2,44.637588
0.0,1,44.638873
0.0,1,44.641296
0.0,1,44.643143
0.0,3,44.644914
0.0,1,44.645804
0.0,2,44.646849
0.0,4,44.648775
0.0,1,44.649996
0.0,1,44.650596
0.0,2,44.651511
0.0,4,44.653953
0.0,2,44.656695
0.0,3,44.65915
0.0,1,44.660248
0.0,5,44.66281
0.0,1,44.663683
0.0,2,44.66486
0.0,5,44.66681
0.0,5,44.671406
0.0,2,44.673493
0.0,2,44.674621
0.0,2,44.675828
0.0,1,44.676771
0.0,3,44.678322
0.0,3,44.680001
0.0,4,44.68174
0.0,1,44.682608
0.0,3,44.685495
0.0,2,44.687378
0.0,3,44.688932
0.0,1,44.689504
0.0,1,44.690153
0.0,4,44.692197
0.0,2,44.693045
0.0,1,44.693959
0.0,1,44.694959
0.0,1,44.695558
0.0,2,44.696505
0.0,4,44.69928
0.0,4,44.706424
0.0,1,44.707297
0.0,1,44.708276
0.0,2,44.709981
0.0,1,44.710557
0.0,1,44.71129
0.0,3,44.712984
0.0,1,44.713734
0.0,1,44.714759
0.0,4,44.718577
0.0,4,44.722665
0.0,1,44.723396
0.0,2,44.724854
0.0,1,44.725394
0.0,3,44.72677
0.0,1,44.727619
0.0,1,44.728518
0.0,1,44.729219
0.0,1,44.730338
0.0,2,44.73246
0.0,3,44.735479
0.0,2,44.736961
0.0,1,44.737539
0.0,4,44.74
0.0,1,44.740952
0.0,5,44.747404
0.0,4,44.750658
0.0,1,44.751602
0.0,1,44.752288
0.0,1,44.753081
0.0,1,44.75379
0.0,1,44.754741
0.0,3,44.756487
0.0,4,44.758579
0.0,1,44.759482
0.0,3,44.764193
0.0,5,44.768274
0.0,1,44.769544
0.0,1,44.770414
0.0,1,44.771211
0.0,1,44.772228
0.0,3,44.774129
0.0,1,44.774745
0.0,1,44.775557
0.0,1,44.776955
0.0,1,44.778344
0.0,1,44.779972
0.0,1,44.782008
0.0,1,44.782893
0.0,2,44.784198
0.0,1,44.784952
0.0,1,44.78558
0.0,1,44.786191
0.0,1,44.787046
0.0,6,44.91217
0.0,1,44.913137
0.0,1,44.914344
0.0,2,44.917094
0.0,1,44.918441
0.0,2,44.919908
0.0,2,44.92107
0.0,1,44.921822
0.0,3,44.923348
0.0,1,44.924243
0.0,3,44.925822
0.0,3,44.927283
0.0,4,44.929403
0.0,2,44.931313
0.0,1,44.932513
0.0,1,44.93411
0.0,5,44.937042
0.0,3,44.938497
0.0,1,44.939208
0.0,1,44.940024
0.0,2,44.941206
0.0,1,44.941845
0.0,1,44.942724
0.0,1,44.943336
0.0,3,44.945704
0.0,1,44.947339
0.0,1,44.948794
0.0,2,44.950174
0.0,2,44.951123
0.0,1,44.951858
0.0,1,44.952624
0.0,1,44.953289
0.0,1,44.953877
0.0,2,44.954834
0.0,1,44.955371
0.0,1,44.956131
0.0,1,44.956898
0.0,3,44.958307
0.0,1,44.958831
0.0,3,44.96093
0.0,2,44.962657
0.0,1,44.963618
0.0,1,44.96437
0.0,1,44.96506
0.0,2,44.965977
0.0,2,44.967097
0.0,1,44.96793
0.0,3,44.969336
0.0,1,44.970093
0.0,3,44.971593
0.0,1,44.972218
0.0,3,44.973692
0.0,3,44.976049
0.0,3,44.978319
0.0,2,44.979556
0.0,1,44.980204
0.0,2,44.981182
0.0,1,44.981788
0.0,3,44.983085
0.0,3,44.984484
0.0,2,44.985456
0.0,1,44.986204
0.0,1,44.986892
0.0,1,44.987642
0.0,1,44.988376
0.0,1,44.988997
0.0,1,44.989519
0.0,2,44.991322
0.0,1,44.992596
0.0,4,44.997113
0.0,1,44.998212
0.0,3,45.000838
0.0,2,45.002537
0.0,1,45.003312
0.0,2,45.004579
0.0,1,45.005985
0.0,2,45.007554
0.0,4,45.009694
0.0,2,45.010826
0.0,5,45.013099
0.0,1,45.013717
0.0,2,45.014772
0.0,1,45.015407
0.0,1,45.016004
0.0,4,45.017746
0.0,1,45.018971
0.0,5,45.023093
0.0,2,45.024716
0.0,1,45.025409
0.0,3,45.026879
0.0,1,45.02765
0.0,1,45.02835
0.0,1,45.029022
0.0,1,45.029667
0.0,1,45.030274
0.0,1,45.0309
0.0,2,45.033039
0.0,1,45.03427
0.0,1,45.035239
0.0,3,45.039311
0.0,1,45.040352
0.0,1,45.041038
0.0,5,45.043149
0.0,1,45.043997
0.0,1,45.04471
0.0,4,45.046873
0.0,1,45.048014
0.0,3,45.050583
0.0,3,45.053459
0.0,2,45.055266
0.0,1,45.056359
0.0,1,45.05711
0.0,3,45.058632
0.0,3,45.060048
0.0,2,45.061042
0.0,2,45.061999
0.0,3,45.063337
0.0,1,45.063957
0.0,2,45.065015
0.0,1,45.06562
0.0,5,45.069423
0.0,1,45.070731
0.0,1,45.071528
0.0,1,45.072327
0.0,1,45.07324
0.0,1,45.073905
0.0,2,45.074915
0.0,1,45.075487
0.0,2,45.076493
0.0,3,45.077927
0.0,2,45.078827
0.0,2,45.079833
0.0,1,45.080473
0.0,2,45.081658
0.0,1,45.082485
0.0,1,45.083573
0.0,1,45.085068
0.0,1,45.086272
0.0,1,45.08712
0.0,1,45.087818
0.0,1,45.088614
0.0,1,45.089169
0.0,1,45.089753
0.0,2,45.090834
0.0,1,45.091556
0.0,1,45.092318
0.0,1,45.093166
0.0,1,45.093933
0.0,1,45.094698
0.0,2,45.095775
0.0,2,45.096808
0.0,4,45.100608
0.0,2,45.102042
0.0,1,45.102879
0.0,2,45.104097
0.0,1,45.104732
0.0,1,45.105509
0.0,1,45.106042
0.0,4,45.107886
0.0,1,45.108481
0.0,1,45.109075
0.0,6,45.1114
0.0,2,45.112519
0.0,2,45.115049
0.0,1,45.116387
0.0,1,45.117278
0.0,1,45.118043
0.0,3,45.119473
0.0,1,45.12012
0.0,2,45.121366
0.0,1,45.122298
0.0,4,45.124561
0.0,2,45.126056
0.0,3,45.129048
0.0,3,45.130774
0.0,4,45.132694
0.0,2,45.133838
0.0,3,45.13518
0.0,6,45.137516
0.0,3,45.13885
0.0,1,45.139597
0.0,2,45.140894
0.0,1,45.141461
0.0,3,45.143023
0.0,2,45.1449
0.0,1,45.14624
0.0,1,45.146972
0.0,1,45.147694
0.0,1,45.148622
0.0,1,45.149281
0.0,3,45.150609
0.0,2,45.151641
0.0,1,45.152286
0.0,2,45.153505
0.0,1,45.154381
0.0,3,45.156402
0.0,1,45.15709
0.0,1,45.15772
0.0,1,45.158903
0.0,1,45.160177
0.0,5,45.163095
0.0,1,45.163928
0.0,1,45.164575
0.0,1,45.16528
0.0,2,45.166468
0.0,1,45.167228
0.0,2,45.168533
0.0,2,45.169722
0.0,3,45.171149
0.0,1,45.171856
0.0,1,45.172814
0.0,1,45.174431
0.0,3,45.177397
0.0,3,45.179235
0.0,3,45.180907
0.0,3,45.182638
0.0,3,45.184568
0.0,4,45.186434
0.0,1,45.187196
0.0,3,45.189973
0.0,4,45.19326
0.0,3,45.194803
0.0,1,45.195472
0.0,1,45.19649
0.0,1,45.19733
0.0,4,45.199366
0.0,4,45.201537
0.0,1,45.202181
0.0,1,45.203327
0.0,2,45.205869
0.0,1,45.207784
0.0,3,45.210269
0.0,1,45.21127
0.0,5,45.213411
0.0,1,45.214279
0.0,1,45.215184
0.0,1,45.215937
0.0,1,45.216958
0.0,4,45.219609
0.0,1,45.220805
0.0,1,45.22213
0.0,1,45.22326
0.0,4,45.225483
0.0,2,45.227334
0.0,1,45.227968
0.0,3,45.229485
0.0,4,45.231293
0.0,1,45.231805
0.0,2,45.232877
0.0,1,45.233736
0.0,2,45.236686
0.0,1,45.239482
0.0,3,45.24235
0.0,4,45.244917
0.0,1,45.245585
0.0,1,45.246239
0.0,3,45.247594
0.0,4,45.249386
0.0,1,45.250253
0.0,1,45.251472
0.0,3,45.253372
0.0,4,45.255104
0.0,1,45.255618
0.0,1,45.256249
0.0,1,45.257009
0.0,1,45.257749
0.0,2,45.258881
0.0,1,45.259552
0.0,3,45.260834
0.0,5,45.393481
0.0,1,45.394688
0.0,2,45.395992
0.0,1,45.396616
0.0,3,45.398105
0.0,3,45.399627
0.0,1,45.400449
0.0,1,45.401039
0.0,1,45.401704
0.0,2,45.40297
0.0,4,45.40555
0.0,4,45.407455
0.0,1,45.408319
0.0,1,45.409046
0.0,2,45.410178
0.0,6,45.412691
0.0,1,45.413477
0.0,1,45.414168
0.0,1,45.414838
0.0,1,45.415388
0.0,1,45.416182
0.0,3,45.41771
0.0,4,45.422313
0.0,3,45.424351
0.0,1,45.425237
0.0,1,45.426299
0.0,1,45.427107
0.0,3,45.428426
0.0,1,45.429248
0.0,1,45.430139
0.0,1,45.430828
0.0,1,45.43154
0.0,5,45.435192
0.0,3,45.438887
0.0,1,45.43997
0.0,2,45.441257
0.0,2,45.442304
0.0,1,45.442957
0.0,1,45.443896
0.0,3,45.445402
0.0,1,45.446048
0.0,1,45.446579
0.0,1,45.447116
0.0,2,45.449071
0.0,1,45.450022
0.0,1,45.451364
0.0,1,45.453968
0.0,1,45.455596
0.0,1,45.456961
0.0,1,45.458443
0.0,1,45.460391
0.0,1,45.461517
0.0,1,45.462227
0.0,1,45.46312
0.0,1,45.464482
0.0,1,45.465755
0.0,1,45.466586
0.0,1,45.467531
0.0,4,45.469268
0.0,1,45.47016
0.0,1,45.470753
0.0,2,45.471986
0.0,2,45.473442
0.0,1,45.474759
0.0,1,45.475766
0.0,1,45.476768
0.0,1,45.477893
0.0,1,45.479052
0.0,1,45.480518
0.0,1,45.482735
0.0,1,45.483947
0.0,1,45.484887
0.0,1,45.48569
0.0,4,45.489093
0.0,1,45.489955
0.0,3,45.491497
0.0,2,45.492706
0.0,3,45.494425
0.0,1,45.49553
0.0,1,45.49702
0.0,3,45.500664
0.0,1,45.50278
0.0,1,45.503585
0.0,2,45.504833
0.0,3,45.506312
0.0,3,45.507683
0.0,1,45.508475
0.0,4,45.510927
0.0,1,45.511957
0.0,1,45.513402
0.0,3,45.515725
0.0,1,45.516645
0.0,1,45.517338
0.0,3,45.519065
0.0,1,45.519707
0.0,4,45.52178
0.0,3,45.523281
0.0,2,45.524518
0.0,1,45.525494
0.0,1,45.526637
0.0,1,45.52771
0.0,1,45.52873
0.0,2,45.529945
0.0,1,45.530735
0.0,3,45.532326
0.0,1,45.532928
0.0,3,45.534407
0.0,4,45.537077
0.0,2,45.538716
0.0,1,45.539627
0.0,1,45.540881
0.0,1,45.542045
0.0,5,45.547388
0.0,1,45.548093
0.0,4,45.550375
0.0,2,45.551383
0.0,1,45.552039
0.0,1,45.552568
0.0,1,45.553313
0.0,1,45.554222
0.0,3,45.556421
0.0,1,45.558293
0.0,1,45.559575
0.0,3,45.561753
0.0,1,45.562352
0.0,3,45.56377
0.0,2,45.564977
0.0,1,45.565719
0.0,1,45.566274
0.0,1,45.566949
0.0,3,45.568321
0.0,1,45.568878
0.0,2,45.569988
0.0,1,45.571035
0.0,1,45.57227
0.0,1,45.573876
0.0,5,45.57651
0.0,4,45.578375
0.0,1,45.579022
0.0,1,45.579951
0.0,1,45.580678
0.0,4,45.58237
0.0,1,45.583297
0.0,1,45.584068
0.0,5,45.587222
0.0,1,45.588856
0.0,1,45.590092
0.0,4,45.592807
0.0,1,45.593392
0.0,1,45.594156
0.0,1,45.595013
0.0,4,45.596894
0.0,1,45.597673
0.0,1,45.598447
0.0,3,45.600192
0.0,1,45.600805
0.0,1,45.602227
0.0,3,45.607415
0.0,5,45.61149
0.0,1,45.612305
0.0,1,45.612933
0.0,1,45.613873
0.0,3,45.615496
0.0,1,45.616554
0.0,1,45.617713
0.0,1,45.619159
0.0,6,45.624101
0.0,3,45.625897
0.0,2,45.626961
0.0,3,45.628475
0.0,1,45.62918
0.0,3,45.63063
0.0,2,45.631904
0.0,1,45.633375
0.0,1,45.63439
0.0,1,45.635472
0.0,1,45.637084
0.0,1,45.63805
0.0,1,45.638947
0.0,5,45.641705
0.0,1,45.642599
0.0,1,45.643173
0.0,1,45.644328
0.0,1,45.645048
0.0,4,45.64677
0.0,1,45.647958
0.0,1,45.649175
0.0,1,45.650135
0.0,3,45.652468
0.0,1,45.653131
0.0,5,45.65552
0.0,1,45.656385
0.0,5,45.658548
0.0,1,45.659207
0.0,3,45.660796
0.0,1,45.661566
0.0,1,45.662114
0.0,2,45.664341
0.0,1,45.66543
0.0,1,45.667765
0.0,1,45.668949
0.0,6,45.672814
0.0,1,45.673547
0.0,2,45.67499
0.0,1,45.675773
0.0,5,45.680899
0.0,1,45.683384
0.0,1,45.684674
0.0,5,45.68758
0.0,1,45.688262
0.0,1,45.689258
0.0,1,45.690353
0.0,1,45.691245
0.0,1,45.692174
0.0,4,45.697253
0.0,1,45.698753
0.0,1,45.69999
0.0,2,45.701638
0.0,1,45.702878
0.0,4,45.705482
0.0,1,45.706266
0.0,1,45.706833
0.0,1,45.707489
0.0,1,45.708699
0.0,3,45.71113
0.0,1,45.711946
0.0,3,45.71367
0.0,1,45.714474
0.0,2,45.715552
0.0,1,45.716396
0.0,1,45.717038
0.0,6,45.719927
0.0,3,45.721297
0.0,1,45.721844
0.0,1,45.72237
0.0,1,45.723069
0.0,1,45.724528
0.0,1,45.725955
0.0,1,45.727143
0.0,1,45.728216
0.0,1,45.729174
0.0,1,45.72987
0.0,4,45.732525
0.0,1,45.733333
0.0,5,45.736678
0.0,1,45.739091
0.0,4,45.741927
0.0,4,45.74394
0.0,3,45.74541
0.0,1,45.746298
0.0,1,45.747054
0.0,1,45.747798
0.0,2,45.748791
0.0,1,45.749672
0.0,1,45.75053
0.0,1,45.751112
0.0,1,45.75183
0.0,1,45.752418
0.0,2,45.753644
0.0,1,45.754844
0.0,1,45.756357
0.0,1,45.75828
0.0,1,45.759164
0.0,3,45.760833
0.0,2,45.762237
0.0,3,45.763754
0.0,1,45.764605
0.0,4,45.766837
0.0,1,45.767606
0.0,2,45.769047
0.0,1,45.770409
0.0,1,45.771839
0.0,5,45.776056
0.0,2,45.777617
0.0,5,45.779823
0.0,4,45.781744
0.0,3,45.902964
0.0,1,45.90422
0.0,1,45.905113
0.0,1,45.906059
0.0,3,45.908401
0.0,1,45.909656
0.0,1,45.910512
0.0,2,45.91249
0.0,1,45.913417
0.0,4,45.915696
0.0,1,45.916517
0.0,3,45.918145
0.0,1,45.919033
0.0,4,45.920956
0.0,1,45.921486
0.0,1,45.922687
0.0,1,45.924021
0.0,3,45.926826
0.0,1,45.928438
0.0,2,45.92993
0.0,2,45.931133
0.0,1,45.931746
0.0,1,45.93231
0.0,2,45.93329
0.0,1,45.933934
0.0,1,45.934644
0.0,3,45.935995
0.0,3,45.937827
0.0,3,45.940207
0.0,3,45.942792
0.0,4,45.944895
0.0,1,45.945724
0.0,1,45.946434
0.0,2,45.947426
0.0,2,45.948585
0.0,1,45.949255
0.0,5,45.951505
0.0,1,45.952608
0.0,2,45.954899
0.0,1,45.956368
0.0,3,45.959006
0.0,1,45.95968
0.0,3,45.961668
0.0,1,45.962413
0.0,1,45.96296
0.0,2,45.963909
0.0,1,45.964741
0.0,1,45.965457
0.0,1,45.965987
0.0,1,45.966761
0.0,1,45.967349
0.0,3,45.97005
0.0,1,45.971047
0.0,2,45.974172
0.0,3,45.976125
0.0,2,45.977276
0.0,1,45.978174
0.0,1,45.979079
0.0,3,45.980478
0.0,1,45.981126
0.0,1,45.981656
0.0,2,45.982664
0.0,3,45.984838
0.0,1,45.985868
0.0,4,45.988905
0.0,2,45.990021
0.0,1,45.990924
0.0,3,45.992389
0.0,4,45.994182
0.0,2,45.995118
0.0,3,45.996551
0.0,4,45.998192
0.0,2,45.999591
0.0,2,46.001769
0.0,1,46.003115
0.0,4,46.005628
0.0,2,46.006754
0.0,1,46.00751
0.0,1,46.008379
0.0,3,46.010094
0.0,4,46.011778
0.0,1,46.012485
0.0,3,46.013743
0.0,5,46.017105
0.0,2,46.018378
0.0,2,46.019486
0.0,3,46.020931
0.0,4,46.022756
0.0,1,46.023456
0.0,4,46.025356
0.0,1,46.0259
0.0,3,46.027342
0.0,1,46.027975
0.0,3,46.029366
0.0,2,46.031549
0.0,1,46.032943
0.0,1,46.035191
0.0,1,46.036233
0.0,3,46.038046
0.0,2,46.039142
0.0,1,46.039889
0.0,3,46.041765
0.0,1,46.042333
0.0,4,46.044276
0.0,4,46.048468
0.0,2,46.050833
0.0,1,46.051676
0.0,3,46.053283
0.0,2,46.054247
0.0,5,46.056609
0.0,1,46.057366
0.0,1,46.057893
0.0,1,46.058663
0.0,6,46.062038
0.0,3,46.063849
0.0,1,46.064636
0.0,3,46.066104
0.0,2,46.06714
0.0,1,46.067811
0.0,1,46.068399
0.0,1,46.069171
0.0,1,46.069751
0.0,2,46.070726
0.0,1,46.0714
0.0,1,46.071975
0.0,3,46.073553
0.0,1,46.074077
0.0,2,46.075093
0.0,2,46.076912
0.0,4,46.079133
0.0,4,46.081215
0.0,2,46.082303
0.0,3,46.083644
0.0,2,46.08476
0.0,1,46.085486
0.0,2,46.086543
0.0,1,46.087266
0.0,1,46.087814
0.0,3,46.08912
0.0,3,46.090344
0.0,1,46.091521
0.0,1,46.092675
0.0,2,46.094626
0.0,1,46.095627
0.0,1,46.09644
0.0,1,46.09705
0.0,4,46.099061
0.0,2,46.100077
0.0,1,46.100851
0.0,5,46.10288
0.0,3,46.104365
0.0,1,46.105111
0.0,1,46.105729
0.0,1,46.106989
0.0,1,46.108483
0.0,1,46.109861
0.0,2,46.111695
0.0,4,46.113877
0.0,1,46.114519
0.0,3,46.116002
0.0,1,46.116887
0.0,4,46.118771
0.0,3,46.12015
0.0,1,46.120828
0.0,3,46.122865
0.0,1,46.12405
0.0,2,46.12565
0.0,4,46.127722
0.0,1,46.128431
0.0,1,46.129213
0.0,1,46.129883
0.0,3,46.131176
0.0,4,46.132948
0.0,1,46.133764
0.0,1,46.134398
0.0,1,46.135225
0.0,1,46.135875
0.0,2,46.137522
0.0,2,46.140227
0.0,1,46.142612
0.0,3,46.145145
0.0,4,46.147179
0.0,1,46.148124
0.0,4,46.150024
0.0,4,46.152394
0.0,1,46.154372
0.0,1,46.15656
0.0,1,46.157836
0.0,3,46.159662
0.0,1,46.160386
0.0,1,46.161195
0.0,1,46.162011
0.0,1,46.162819
0.0,1,46.163788
0.0,1,46.16466
0.0,4,46.166705
0.0,4,46.170247
0.0,2,46.17193
0.0,4,46.174435
0.0,4,46.176868
0.0,5,46.179543
0.0,1,46.18018
0.0,1,46.180791
0.0,1,46.181499
0.0,4,46.184688
0.0,3,46.187546
0.0,3,46.189475
0.0,3,46.19101
0.0,4,46.192882
0.0,1,46.193449
0.0,1,46.19396
0.0,1,46.194515
0.0,1,46.195189
0.0,1,46.195751
0.0,5,46.198094
0.0,2,46.200263
0.0,2,46.203209
0.0,4,46.205814
0.0,2,46.206955
0.0,1,46.20752
0.0,1,46.208357
0.0,3,46.209748
0.0,3,46.211115
0.0,1,46.211805
0.0,1,46.212336
0.0,1,46.213142
0.0,4,46.216432
0.0,1,46.217391
0.0,6,46.220003
0.0,3,46.221448
0.0,2,46.222492
0.0,2,46.223695
0.0,1,46.22464
0.0,1,46.225287
0.0,2,46.226337
0.0,1,46.227016
0.0,3,46.23083
0.0,3,46.234631
0.0,2,46.23615
0.0,1,46.236894
0.0,1,46.237697
0.0,1,46.238626
0.0,1,46.239397
0.0,3,46.240916
0.0,3,46.24347
0.0,1,46.244708
0.0,1,46.245931
0.0,4,46.248386
0.0,1,46.249103
0.0,1,46.382024
0.0,2,46.385769
0.0,3,46.38813
0.0,3,46.389975
0.0,1,46.390847
0.0,1,46.39163
0.0,4,46.393718
0.0,1,46.394522
0.0,3,46.396328
0.0,1,46.398414
0.0,1,46.39965
0.0,1,46.400757
0.0,2,46.402314
0.0,1,46.403128
0.0,1,46.403864
0.0,1,46.404583
0.0,3,46.406147
0.0,2,46.407374
0.0,4,46.409532
0.0,2,46.410786
0.0,3,46.413402
0.0,2,46.415406
0.0,1,46.416697
0.0,2,46.418291
0.0,5,46.420654
0.0,2,46.421892
0.0,4,46.424469
0.0,3,46.428211
0.0,1,46.42999
0.0,1,46.431072
0.0,3,46.432927
0.0,1,46.433612
0.0,1,46.434489
0.0,1,46.435365
0.0,1,46.436161
0.0,1,46.436963
0.0,1,46.437588
0.0,1,46.438354
0.0,1,46.4391
0.0,1,46.439806
0.0,1,46.440495
0.0,3,46.441799
0.0,2,46.444252
0.0,1,46.445462
0.0,1,46.446923
0.0,1,46.448136
0.0,2,46.449659
0.0,1,46.450924
0.0,4,46.452966
0.0,3,46.454562
0.0,1,46.455473
0.0,1,46.456075
0.0,2,46.457039
0.0,4,46.462689
0.0,1,46.463765
0.0,2,46.464976
0.0,1,46.465702
